user_id,book_length_min_overall,book_length_min_avg,price_overall,price_avg,review,review10_10,completion,minutes_listened,support_request,last_visited_mins_purchase_date,target
10244,648,648,10.13,10.13,no,8.91,0.8,518.4,0,28,no
14843,648,648,5.33,5.33,no,8.91,0.48,311.04,0,198,no
16792,1188,3564,12.8,38.4,no,8.91,0,0,0,152,yes
17056,1080,1080,10.13,10.13,yes,8,0,0,1,1,yes
17268,1080,1080,5.33,5.33,no,8.91,0.39,421.2,0,0,no
19864,540,540,6.11,6.11,yes,10,0.55,297,0,48,no
22116,648,648,10.13,10.13,yes,10,1,648,2,192,no
22166,2160,2160,5.33,5.33,no,8.91,0,0,0,2,yes
22951,1620,1620,10.13,10.13,no,8.91,0.19,307.8,0,11,no
23058,2160,2160,5.33,5.33,no,8.91,0,0,0,62,yes
23200,648,648,10.13,10.13,yes,9,0.26,168.48,0,337,no
25119,1620,1620,5.33,5.33,no,8.91,0,0,0,0,no
28244,1620,1620,5.33,5.33,no,8.91,0,0,0,0,no
29771,2160,2160,5.33,5.33,no,8.91,0,0,0,355,yes
31759,2160,2160,5.33,5.33,yes,10,0,0,0,294,yes
31895,2160,2160,10.13,10.13,no,8.91,0.12,259.2,0,1,no
32669,324,324,6.11,6.11,no,8.91,0.97,314.28,0,13,no
33273,2160,2160,5.33,5.33,no,8.91,0.02,43.2,0,281,no
123,2160,2160,5.33,5.33,no,8.91,0,0,0,37,no
2300,2160,2160,10.13,10.13,no,8.91,0.1,216,0,6,no
3627,1620,1620,11.35,11.35,no,8.91,0.53,858.6,0,9,no
3909,2160,2160,5.33,5.33,no,8.91,0.81,1749.6,0,64,no
5580,2160,2160,5.33,5.33,yes,10,0,0,0,28,yes
7103,1620,1620,6.11,6.11,no,8.91,0.08,129.6,0,329,no
9200,2160,2160,10.13,10.13,yes,9,0.13,280.8,0,243,no
9755,2160,2160,13.45,13.45,no,8.91,0.16,345.6,0,3,no
9972,648,648,9.77,9.77,no,8.91,0,0,0,0,no
11591,2160,2160,5.33,5.33,yes,7,0.3,648,0,89,no
13079,324,324,5.33,5.33,no,8.91,0,0,0,0,no
13496,1620,1620,5.33,5.33,no,8.91,0,0,0,0,no
15561,2160,2160,5.33,5.33,no,8.91,0,0,0,119,no
15739,1620,1620,12.8,12.8,no,8.91,0.41,664.2,1,148,no
19547,1620,1620,10.13,10.13,no,8.91,0,0,0,346,yes
19753,2160,2160,9.77,9.77,no,8.91,0.08,172.8,0,0,no
21896,1620,1620,10.13,10.13,no,8.91,0,0,0,62,no
21991,1080,1080,5.33,5.33,no,8.91,0,0,0,0,no
22756,540,540,10.13,10.13,no,8.91,0.58,313.2,0,4,no
22887,2160,2160,5.33,5.33,no,8.91,0,0,0,0,no
26439,2160,2160,104,104,no,8.91,0,0,0,0,no
27278,1620,1620,5.33,5.33,no,8.91,0.28,453.6,0,0,no
27395,2160,2160,10.13,10.13,no,8.91,0,0,0,0,no
29290,1080,1080,12.8,12.8,no,8.91,0.74,799.2,1,17,no
30116,2160,2160,5.33,5.33,no,8.91,0.34,734.4,0,210,no
30363,324,324,10.13,10.13,no,8.91,0,0,0,0,no
33158,2160,2160,10.13,10.13,no,8.91,0.89,1922.4,0,10,no
873,2160,2160,10.13,10.13,no,8.91,0,0,0,0,yes
1713,1080,1080,7.87,7.87,no,8.91,0,0,0,45,no
1807,324,324,10.13,10.13,no,8.91,0.86,278.64,1,17,no
2388,1620,1620,10.13,10.13,no,8.91,0.68,1101.6,1,301,no
3580,2160,2160,7.08,7.08,no,8.91,0.08,172.8,0,109,no
3968,2160,2160,5.33,5.33,no,8.91,0.01,21.6,0,355,no
4365,648,648,19.73,19.73,no,8.91,0,0,0,0,no
4422,2160,2160,5.33,5.33,no,8.91,0,0,0,74,no
5077,1620,1620,5.33,5.33,no,8.91,0,0,0,0,no
5082,1620,1620,10.13,10.13,no,8.91,0,0,0,0,no
7530,2160,2160,10.13,10.13,yes,8,0,0,0,251,yes
10959,1620,1620,5.33,5.33,no,8.91,0,0,0,0,no
11215,324,324,10.13,10.13,no,8.91,0,0,0,0,no
11582,2160,2160,5.33,5.33,no,8.91,0,0,0,152,yes
13093,2160,2160,5.33,5.33,no,8.91,0,0,0,0,no
14182,1620,1620,5.33,5.33,no,8.91,0.09,145.8,0,104,no
14549,2160,2160,5.33,5.33,no,8.91,0.04,86.4,0,28,no
18398,2160,2160,5.33,5.33,no,8.91,0,0,0,51,no
19277,2160,2160,5.97,5.97,no,8.91,0.02,43.2,0,72,no
20203,2160,2160,5.33,5.33,no,8.91,0,0,0,0,no
21947,2160,2160,4.1,4.1,no,8.91,0,0,0,0,no
22903,1080,1080,10.13,10.13,yes,8,1,1080,0,111,no
27449,2160,2160,5.33,5.33,no,8.91,0,0,0,0,no
27951,1620,1620,10.13,10.13,no,8.91,0.05,81,0,22,no
30204,1890,3780,10.13,20.27,no,8.91,0,0,0,251,yes
30674,1242,2484,5.33,10.67,no,8.91,0,0,0,101,yes
31893,1620,1620,5.33,5.33,no,8.91,0,0,0,353,no
33185,2160,2160,25.6,25.6,no,8.91,0.03,64.8,0,0,no
558,648,648,10.13,10.13,yes,8,0.65,421.2,0,134,no
611,1404,2808,6.66,13.33,yes,6.5,0,0,0,182,yes
3709,324,324,8,8,yes,10,0.84,272.16,0,0,no
5780,1080,1080,5.33,5.33,no,8.91,0,0,0,19,no
6226,2160,2160,5.33,5.33,no,8.91,0,0,0,0,no
6377,2160,2160,5.33,5.33,no,8.91,0,0,0,0,no
6761,2160,2160,6.11,6.11,yes,10,0.14,302.4,0,146,no
6931,2160,2160,10.13,10.13,yes,5,0.38,820.8,0,357,no
7266,1620,1620,4.1,4.1,no,8.91,0.35,567,0,92,no
8447,2160,2160,9.66,9.66,no,8.91,0,0,0,0,no
13101,1620,1620,7.74,7.74,no,8.91,0.9,1458,0,72,no
14577,1080,1080,19.73,19.73,no,8.91,0,0,0,5,no
16514,1620,1620,5.33,5.33,no,8.91,0.02,32.4,0,214,no
17318,2160,2160,5.33,5.33,no,8.91,0,0,0,17,yes
17585,1188,4752,9.84,39.36,yes,9.4,0,0,0,374,yes
19364,1080,1080,7.96,7.96,yes,8,0.99,1069.2,0,116,no
21381,2160,2160,5.33,5.33,no,8.91,0,0,0,1,no
21477,2160,2160,5.33,5.33,yes,6,0.04,86.4,0,220,no
22033,648,648,5.33,5.33,no,8.91,0,0,0,0,no
22544,1620,1620,10.13,10.13,no,8.91,0.12,194.4,0,0,no
23164,648,648,5.33,5.33,yes,10,0,0,0,0,no
24108,2160,2160,10.13,10.13,yes,5,0,0,0,0,no
24151,648,648,9.66,9.66,no,8.91,0.33,213.84,0,0,no
24560,1620,1620,5.33,5.33,yes,6.5,0,0,1,330,yes
24683,2160,2160,10.13,10.13,yes,8,1,2160,0,291,no
24727,648,648,10.13,10.13,no,8.91,0.16,103.68,0,0,no
24818,1620,1620,5.33,5.33,no,8.91,0,0,0,110,yes
27203,1116,3348,9.56,28.69,no,8.91,0,0,0,0,yes
27456,1620,1620,7.74,7.74,yes,8,0.42,680.4,0,352,no
27753,1620,1620,5.33,5.33,no,8.91,0,0,0,91,yes
28103,2160,2160,5.33,5.33,no,8.91,0,0,0,356,yes
31345,2160,2160,5.33,5.33,no,8.91,0,0,0,0,no
31358,2160,2160,10.13,10.13,yes,9,0.39,842.4,0,56,no
33391,1620,1620,9.77,9.77,no,8.91,0.06,97.2,0,375,no
678,2160,2160,8,8,no,8.91,0.58,1252.8,0,138,no
4849,2160,2160,6.11,6.11,no,8.91,0,0,0,0,no
5564,1620,1620,5.33,5.33,no,8.91,0,0,0,19,yes
5934,648,648,8,8,no,8.91,0,0,0,0,no
6111,2160,2160,5.33,5.33,no,8.91,0,0,0,0,no
7050,2160,2160,11.35,11.35,no,8.91,0,0,0,0,no
7562,648,648,8,8,no,8.91,0,0,0,45,yes
8441,1476,4428,10.84,32.53,yes,10,0,0,0,8,yes
10630,1620,1620,5.33,5.33,no,8.91,0,0,0,0,no
10977,1620,1620,10.13,10.13,no,8.91,0.8,1296,1,52,no
11502,648,648,10.13,10.13,yes,9,0.48,311.04,0,104,no
11684,648,648,7.99,7.99,no,8.91,0.29,187.92,0,31,no
11894,2160,2160,5.33,5.33,no,8.91,0.33,712.8,0,333,no
12719,2160,2160,5.33,5.33,no,8.91,0,0,0,0,no
13806,2160,2160,12.8,12.8,no,8.91,0.24,518.4,0,5,no
14077,1620,1620,9.77,9.77,yes,8,0.3,486,0,2,no
14811,2160,2160,5.33,5.33,no,8.91,0,0,0,85,yes
15138,1620,1620,22.1,22.1,yes,8,0.14,226.8,0,313,no
16505,2160,2160,10.13,10.13,no,8.91,0.02,43.2,0,162,no
17290,1620,1620,5.33,5.33,no,8.91,0,0,0,0,no
17947,684,2052,5.78,17.34,yes,9,0,0,0,326,yes
18307,2160,2160,8,8,no,8.91,0,0,0,0,no
19134,2160,2160,5.33,5.33,no,8.91,0.45,972,0,43,no
19493,540,540,10.07,10.07,no,8.91,0.5,270,0,95,no
20971,1080,1080,8,8,no,8.91,0,0,0,0,no
24567,2160,2160,5.33,5.33,no,8.91,0.07,151.2,0,290,no
24867,2160,2160,5.33,5.33,no,8.91,0.02,43.2,0,58,no
24879,2160,2160,5.33,5.33,no,8.91,0,0,0,0,no
29826,2160,2160,5.33,5.33,no,8.91,0.34,734.4,0,330,no
29999,2160,2160,5.33,5.33,no,8.91,0,0,0,12,no
33304,2160,2160,25.6,25.6,yes,10,0.57,1231.2,0,54,no
604,1620,1620,8.96,8.96,no,8.91,0.09,145.8,0,0,no
1201,1620,1620,10.13,10.13,no,8.91,0,0,0,0,yes
9568,1620,1620,7.74,7.74,no,8.91,0,0,0,117,yes
14006,1080,1080,10.13,10.13,no,8.91,0.18,194.4,0,27,no
16160,2160,2160,5.33,5.33,no,8.91,0,0,0,0,no
16341,1620,1620,7.74,7.74,no,8.91,0.19,307.8,0,60,no
20068,2160,2160,10.62,10.62,yes,10,0,0,0,0,no
25051,1620,1620,10.13,10.13,no,8.91,0.02,32.4,0,323,no
25937,2160,2160,5.33,5.33,no,8.91,0.03,64.8,0,333,no
3327,1620,1620,10.13,10.13,no,8.91,0,0,0,0,no
5701,2160,2160,8,8,no,8.91,0,0,0,0,no
5943,648,648,7.74,7.74,no,8.91,0,0,0,39,no
6091,2160,2160,5.33,5.33,no,8.91,0,0,0,105,no
6711,2160,2160,5.33,5.33,no,8.91,0,0,0,0,no
7208,2160,2160,7.74,7.74,no,8.91,0,0,0,266,no
7971,1620,1620,13.45,13.45,yes,8,0.43,696.6,0,218,no
8832,1080,1080,10.13,10.13,no,8.91,0,0,0,147,yes
9034,324,324,10.13,10.13,no,8.91,0,0,0,0,no
11171,1080,1080,8,8,no,8.91,0.02,21.6,0,0,no
12501,2160,2160,5.33,5.33,no,8.91,0,0,0,247,yes
12590,2160,2160,8,8,no,8.91,0.05,108,0,94,no
12844,2160,2160,25.6,25.6,no,8.91,0.09,194.4,0,7,no
14120,2160,2160,5.33,5.33,no,8.91,0,0,0,0,no
15669,1620,1620,7.74,7.74,yes,8,0.42,680.4,0,240,no
17549,2160,2160,5.33,5.33,no,8.91,0,0,0,366,yes
18413,2160,2160,5.33,5.33,no,8.91,0.1,216,0,349,no
18592,1620,1620,7.87,7.87,yes,10,0,0,0,0,no
20099,2160,2160,5.33,5.33,yes,10,0.07,151.2,0,19,no
20147,1620,1620,7.74,7.74,no,8.91,0.16,259.2,0,34,no
22456,2160,2160,10.13,10.13,yes,10,0,0,0,34,yes
25754,648,648,7.99,7.99,no,8.91,0.02,12.96,0,53,no
26667,2160,2160,25.6,25.6,no,8.91,0.26,561.6,2,97,no
26813,648,648,10.13,10.13,no,8.91,0.43,278.64,0,49,no
27121,1620,1620,10.13,10.13,no,8.91,0,0,0,0,no
28243,540,540,10.13,10.13,no,8.91,0.64,345.6,0,117,no
29014,1674,3348,5.16,10.33,no,8.91,0,0,0,250,yes
29048,648,648,8,8,no,8.91,0.09,58.32,0,0,no
29374,2160,2160,10.13,10.13,no,8.91,0,0,0,0,no
31180,1620,1620,8,8,no,8.91,0,0,0,11,no
74,2160,2160,8,8,no,8.91,0,0,0,280,no
137,2160,2160,8,8,yes,9,0.16,345.6,0,199,no
469,540,540,7.74,7.74,no,8.91,0.04,21.6,0,12,no
596,1620,1620,8,8,no,8.91,0.03,48.6,0,108,no
929,648,648,8,8,no,8.91,0,0,0,0,no
1103,648,648,10.13,10.13,yes,10,0.89,576.72,0,244,no
3093,1080,1080,8,8,no,8.91,0,0,0,0,no
3677,2160,2160,8,8,no,8.91,0,0,0,0,no
4596,2160,2160,10.13,10.13,yes,8,0.68,1468.8,0,367,no
5029,2160,2160,5.33,5.33,yes,10,0.25,540,0,54,no
5549,1620,1620,10.98,10.98,no,8.91,0,0,1,301,yes
5735,2160,2160,13.33,13.33,no,8.91,0.27,583.2,0,51,no
6388,2160,2160,10.13,10.13,no,8.91,0.03,64.8,0,25,no
6738,2160,2160,8.62,8.62,no,8.91,0.02,43.2,0,10,no
8333,1620,1620,10.13,10.13,no,8.91,0,0,0,329,yes
8566,2160,2160,5.33,5.33,no,8.91,0,0,0,0,no
8995,1620,1620,10.13,10.13,no,8.91,0,0,0,0,no
9508,1620,1620,10.13,10.13,no,8.91,0,0,0,0,yes
9623,2160,2160,5.33,5.33,yes,6,0,0,0,0,yes
10304,2160,2160,7.96,7.96,no,8.91,0.07,151.2,0,248,no
11745,324,324,8,8,no,8.91,0,0,0,0,no
11849,2160,2160,5.33,5.33,no,8.91,0,0,0,0,no
11941,2160,2160,7.96,7.96,no,8.91,0.08,172.8,0,7,no
13879,2160,2160,10.13,10.13,no,8.91,0,0,0,2,no
15212,2160,2160,5.33,5.33,no,8.91,0,0,0,0,yes
15718,1080,1080,8,8,no,8.91,0.12,129.6,0,339,no
16156,324,324,10.13,10.13,no,8.91,0,0,0,0,no
16224,2160,2160,5.33,5.33,no,8.91,0.45,972,0,162,no
17740,324,324,10.13,10.13,no,8.91,0,0,0,0,yes
18806,324,324,50.67,50.67,no,8.91,0,0,0,0,yes
20866,2160,2160,5.33,5.33,no,8.91,0,0,0,3,no
21020,1890,3780,6.67,13.33,no,8.91,0,0,0,0,yes
21082,1620,1620,7.99,7.99,no,8.91,0,0,0,6,no
21244,1620,1620,11.35,11.35,no,8.91,0.4,648,0,27,no
22207,648,648,10.13,10.13,no,8.91,0,0,0,95,no
23567,648,648,8,8,no,8.91,0.86,557.28,0,47,no
23811,1620,1620,10.13,10.13,no,8.91,0.58,939.6,0,36,no
25446,648,648,8,8,no,8.91,0.94,609.12,0,69,no
26881,324,324,8,8,no,8.91,0,0,0,0,no
30064,648,648,8,8,yes,9,1,648,0,130,no
30566,1620,1620,10.62,10.62,yes,10,0,0,0,69,yes
31510,2160,2160,7.74,7.74,no,8.91,0,0,0,212,yes
705,324,324,10.13,10.13,yes,9,0,0,1,334,yes
4108,1674,3348,5.33,10.66,no,8.91,0,0,0,119,yes
6928,540,540,10.13,10.13,no,8.91,0.04,21.6,0,9,no
7228,324,324,8,8,no,8.91,0,0,0,0,no
7459,1656,4968,8.53,25.6,no,10,0,0,0,3,yes
8951,648,648,19.73,19.73,no,8.91,0.08,51.84,0,1,no
10275,1002.857143,7020,6.61,46.28,no,8.91,0,0,0,77,yes
10852,1152,3456,9.24,27.73,no,8.91,0,0,2,98,yes
13619,2160,2160,5.33,5.33,no,8.91,0,0,0,0,no
13956,1620,1620,10.13,10.13,no,8.91,0,0,0,20,no
15643,1620,1620,24.36,24.36,yes,9,0.3,486,0,293,no
16686,2160,2160,10.13,10.13,no,8.91,0,0,0,2,yes
19454,1080,1080,7.96,7.96,yes,10,0.22,237.6,0,113,no
20045,1620,1620,10.13,10.13,no,8.91,0.23,372.6,0,0,no
21773,1620,1620,10.98,10.98,no,8.91,0.89,1441.8,1,271,no
22146,1080,1080,10.13,10.13,yes,10,1,1080,0,234,no
24236,2160,2160,9.66,9.66,no,8.91,0.34,734.4,0,295,no
26618,1620,1620,10.13,10.13,yes,6,0.56,907.2,0,23,no
26656,648,648,10.13,10.13,no,8.91,1,648,0,3,no
27110,1620,1620,12.8,12.8,yes,10,0.92,1490.4,1,146,no
28398,324,324,10.18,10.18,no,8.91,0,0,0,0,yes
28506,1674,3348,6.7,13.41,no,10,0,0,0,299,yes
29159,2160,2160,10.13,10.13,no,8.91,0,0,0,1,no
29204,1080,1080,10.13,10.13,no,8.91,0.18,194.4,0,0,no
29460,2160,2160,10.13,10.13,no,8.91,0,0,0,0,no
31346,2160,2160,9.77,9.77,no,8.91,0.03,64.8,0,16,no
774,2160,2160,5.33,5.33,no,8.91,0,0,0,309,no
1252,1620,1620,10.13,10.13,no,8.91,0.31,502.2,0,366,no
3371,1404,2808,7.73,15.46,yes,9,0,0,0,227,yes
6280,1620,1620,10.13,10.13,no,8.91,0.14,226.8,0,79,no
7696,648,648,12.8,12.8,no,8.91,0,0,1,27,yes
7763,1620,1620,10.13,10.13,no,8.91,0.32,518.4,0,5,no
12780,2160,2160,12.8,12.8,yes,10,0.8,1728,0,62,no
14554,2160,2160,10.13,10.13,no,8.91,0,0,0,0,yes
16543,1620,1620,10.13,10.13,no,8.91,0,0,0,364,no
16925,2160,2160,10.13,10.13,no,8.91,0,0,0,13,no
31416,2160,2160,25.6,25.6,no,8.91,0.06,129.6,0,17,no
32101,2160,2160,4.1,4.1,yes,10,0.35,756,0,371,no
33341,2160,2160,10.13,10.13,no,8.91,0.24,518.4,0,369,no
3791,1188,3564,13.33,39.99,no,10,0,0,0,236,yes
6574,2160,2160,10.13,10.13,no,8.91,0,0,0,0,no
10894,1620,1620,19.73,19.73,no,8.91,0.4,648,0,349,no
11051,2160,2160,5.88,5.88,yes,5,0.17,367.2,0,28,no
11386,2160,2160,10.13,10.13,no,8.91,0,0,0,293,yes
11454,1620,1620,15.47,15.47,no,8.91,0.08,129.6,0,368,no
11803,1134,2268,8.42,16.85,no,8.91,0,0,0,351,yes
12548,1620,1620,10.13,10.13,no,8.91,0.09,145.8,0,0,no
14014,1620,1620,10.13,10.13,no,8.91,0,0,0,0,no
15121,2160,2160,10.13,10.13,no,8.91,0,0,0,0,no
15165,2160,2160,5.33,5.33,no,8.91,0.27,583.2,0,121,no
15588,1620,1620,10.13,10.13,yes,8,0.31,502.2,0,29,no
17882,1620,1620,10.98,10.98,yes,8,0.25,405,0,287,no
20295,1080,1080,10.13,10.13,no,8.91,0.16,172.8,0,265,no
20424,1080,1080,10.13,10.13,no,8.91,0.29,313.2,0,18,no
20900,1620,1620,11.35,11.35,no,8.91,0.14,226.8,0,15,no
21692,1620,1620,10.13,10.13,no,8.91,0,0,0,75,no
25958,2160,2160,10.13,10.13,yes,10,0.53,1144.8,0,261,no
26415,2160,2160,10.13,10.13,no,8.91,0.03,64.8,0,78,no
30956,1620,1620,11.35,11.35,no,8.91,0,0,0,63,no
32653,1080,1080,5.33,5.33,no,8.91,0,0,0,232,yes
4954,1620,1620,7.08,7.08,no,8.91,0.08,129.6,0,313,no
7067,2160,2160,10.13,10.13,no,8.91,0.19,410.4,0,3,no
7188,2160,2160,13.45,13.45,no,8.91,0,0,0,0,no
7249,648,648,8,8,no,8.91,0.11,71.28,0,2,no
9462,2160,2160,10.13,10.13,no,8.91,0.46,993.6,0,26,no
12089,1620,1620,8.62,8.62,no,8.91,0.12,194.4,0,464,no
13054,2160,2160,7.99,7.99,no,8.91,0.2,432,0,152,no
15720,324,324,50.67,50.67,yes,10,0,0,0,0,no
16523,1152,3456,10.13,30.4,no,8.91,0,0,0,0,yes
17064,1620,1620,8,8,no,8.91,0.43,696.6,0,259,no
19026,648,648,10.13,10.13,yes,6,0,0,0,287,yes
20581,1620,1620,10.13,10.13,yes,8,0.07,113.4,0,353,no
22279,2160,2160,7.08,7.08,no,8.91,0.1,216,0,10,no
22781,2160,2160,8.96,8.96,yes,10,0.45,972,0,15,no
32755,2160,2160,11.35,11.35,no,8.91,0,0,0,0,no
1424,1620,1620,10.13,10.13,no,8.91,0.74,1198.8,0,164,no
1534,1620,1620,8,8,no,8.91,0,0,0,347,no
4139,1620,1620,7.99,7.99,no,8.91,0.12,194.4,0,307,no
6843,2160,2160,10.13,10.13,yes,8,0,0,0,0,yes
13035,2160,2160,25.6,25.6,no,8.91,0.4,864,0,32,no
15209,1890,3780,6.66,13.33,no,8.91,0,0,0,0,yes
16178,648,648,10.13,10.13,no,8.91,0.9,583.2,3,0,no
17195,1620,1620,8,8,no,8.91,0,0,0,143,no
18618,2160,2160,6.23,6.23,no,8.91,0,0,0,230,no
18823,2160,2160,10.13,10.13,no,8.91,0.04,86.4,0,3,no
19836,1620,1620,10.13,10.13,no,8.91,0.32,518.4,0,25,no
24573,2160,2160,7.99,7.99,no,8.91,0.16,345.6,0,277,no
25751,2160,2160,8,8,no,8.91,0.06,129.6,0,12,no
28128,1476,4428,4.62,13.87,no,8.91,0,0,0,96,yes
29337,324,324,8,8,yes,10,0,0,0,0,no
31740,2160,2160,10.13,10.13,yes,10,0.9,1944,1,133,no
32076,2160,2160,8,8,no,8.91,0,0,0,144,no
391,1620,1620,15.31,15.31,no,9,0,0,0,183,yes
834,2160,2160,10.13,10.13,yes,8,0.6,1296,0,168,no
2687,648,648,7.99,7.99,yes,10,0.23,149.04,0,5,no
3410,2160,2160,8,8,yes,10,0.9,1944,0,101,no
4124,504,1512,6.22,18.67,no,8.91,0,0,0,10,yes
7609,1620,1620,8,8,no,8.91,0.46,745.2,0,327,no
11844,648,648,8,8,no,8.91,1,648,0,126,no
13776,2160,2160,8,8,no,8.91,0,0,0,135,no
13783,1620,1620,10.13,10.13,no,8.91,0.08,129.6,0,9,no
14762,1620,1620,8,8,yes,10,0.56,907.2,0,105,no
16140,2160,2160,7.65,7.65,yes,10,0.54,1166.4,0,111,no
17713,1620,1620,10.13,10.13,no,8.91,0,0,0,9,no
18273,1620,1620,10.13,10.13,no,8.91,0.04,64.8,0,135,no
20482,2160,2160,8,8,no,8.91,0.03,64.8,0,88,no
21779,2160,2160,8,8,yes,10,0.04,86.4,0,10,no
24401,1620,1620,10.98,10.98,no,8.91,0.82,1328.4,0,56,no
24539,2160,2160,7.74,7.74,no,8.91,0.24,518.4,0,67,no
26106,2160,2160,10.13,10.13,no,8.91,0.05,108,0,3,no
26380,1674,3348,7.48,14.95,no,8.91,0,0,0,342,yes
29291,2160,2160,10.13,10.13,yes,9,0,0,0,156,yes
30873,1620,1620,8,8,no,9,0,0,0,1,yes
31060,2160,2160,8,8,no,8.91,0.46,993.6,0,275,no
31383,1080,1080,10.13,10.13,yes,10,1,1080,1,94,no
